,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,hot_and_new
31,sushi-uesugi-brooklyn,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.6560432255486, 'longitude': -74.0064066279496}",,3294.2233697184442,aE7hRzK1t80iFyi4Do77lw,https://s3-media3.fl.yelpcdn.com/bphoto/Nb3ieDhNQk5gPqHf9HLe2g/o.jpg,False,"{'address1': '934 3rd Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11232', 'country': 'US', 'state': 'NY', 'display_address': ['934 3rd Ave', 'Brooklyn, NY 11232']}",Sushi Uesugi,,,4.5,9,[],https://www.yelp.com/biz/sushi-uesugi-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
32,boca-tapas-bar-brooklyn,"[{'alias': 'tapas', 'title': 'Tapas Bars'}]","{'latitude': 40.69928, 'longitude': -73.93197}",(347) 579-5109,5415.386869230845,u2yTYPS0ZJryN_mrWh3dKQ,https://s3-media1.fl.yelpcdn.com/bphoto/KX0ewY--sLiG90DsFg16vg/o.jpg,False,"{'address1': '97 Jefferson St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['97 Jefferson St', 'Brooklyn, NY 11206']}",Boca Tapas Bar,+13475795109,,4.0,6,"['delivery', 'pickup']",https://www.yelp.com/biz/boca-tapas-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
33,le-succulent-brooklyn-2,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.67356, 'longitude': -73.98247}",(347) 227-8282,2064.6121348847573,lAwfazjM5ot64O4A6EAjjQ,https://s3-media1.fl.yelpcdn.com/bphoto/5aQCl2-P74UI-STqp4w2sA/o.jpg,False,"{'address1': '291 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['291 5th Ave', 'Brooklyn, NY 11215']}",Le Succulent,+13472278282,,5.0,6,"['delivery', 'pickup']",https://www.yelp.com/biz/le-succulent-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
34,ny-noodles-brooklyn-2,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.59968, 'longitude': -73.98972}",(718) 946-8300,6817.979771971806,qJhBPkPMIQKF-xUUhmAIJw,https://s3-media1.fl.yelpcdn.com/bphoto/Hs_J4Ru26Hz8NbePXfXimg/o.jpg,False,"{'address1': '2369 86th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['2369 86th St', 'Brooklyn, NY 11214']}",NY Noodles,+17189468300,,3.5,17,[],https://www.yelp.com/biz/ny-noodles-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
35,spicy-moon-new-york,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 40.72674, 'longitude': -73.98722}",(646) 429-8471,7739.090077005923,Bb0h5Rs8ugSM2CjulRhfBw,https://s3-media3.fl.yelpcdn.com/bphoto/5xj4ZyYiECeK7Z3sFmOwCA/o.jpg,False,"{'address1': '328 E 6th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['328 E 6th St', 'New York, NY 10003']}",Spicy Moon,+16464298471,$$,4.5,51,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/spicy-moon-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
36,uncle-frankie-s-brooklyn,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.64852, 'longitude': -73.9787}",(718) 854-3462,1490.239374746083,MvkkAVNCFVmCWo8rXaTwBQ,https://s3-media1.fl.yelpcdn.com/bphoto/lzJ7GjouJbncfENvQVeI6Q/o.jpg,False,"{'address1': '3007 Fort Hamilton Pkwy', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11218', 'country': 'US', 'state': 'NY', 'display_address': ['3007 Fort Hamilton Pkwy', 'Brooklyn, NY 11218']}",Uncle Frankie’s,+17188543462,,4.5,6,"['delivery', 'pickup']",https://www.yelp.com/biz/uncle-frankie-s-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
37,gertie-brooklyn,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.712389535839, 'longitude': -73.9554534314038}",(718) 636-0902,6061.637407096074,gC7QKqUe2wrxUTxL11ab1A,https://s3-media1.fl.yelpcdn.com/bphoto/t8KVpMXbI4eGlau5MjBrJA/o.jpg,False,"{'address1': '58 Marcy Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['58 Marcy Ave', 'Brooklyn, NY 11211']}",Gertie,+17186360902,,5.0,1,[],https://www.yelp.com/biz/gertie-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
38,garam-masala-queens,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 40.703375, 'longitude': -73.90747}",(347) 799-2070,7088.440497916647,zGa3GrjdAQLm2l40SPD8CA,https://s3-media3.fl.yelpcdn.com/bphoto/nENnL4SepTxGslwkZZrbBA/o.jpg,False,"{'address1': '1819 Palmetto St', 'address2': None, 'address3': '', 'city': 'Queens', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['1819 Palmetto St', 'Queens, NY 11385']}",Garam Masala,+13477992070,,4.5,3,"['delivery', 'pickup']",https://www.yelp.com/biz/garam-masala-queens?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
39,king-souvlaki-brooklyn-2,"[{'alias': 'greek', 'title': 'Greek'}]","{'latitude': 40.6249416237812, 'longitude': -74.0306266000825}",(718) 333-5016,6516.319626825191,bpSnGiD_K9bfzp8ASca6cg,https://s3-media2.fl.yelpcdn.com/bphoto/o03Z5sn6ExfuvuIuoqNGNg/o.jpg,False,"{'address1': '8402 3rd Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8402 3rd Ave', 'Brooklyn, NY 11209']}",King Souvlaki,+17183335016,,4.0,19,"['delivery', 'pickup']",https://www.yelp.com/biz/king-souvlaki-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
40,wayan-new-york-4,"[{'alias': 'indonesian', 'title': 'Indonesian'}, {'alias': 'french', 'title': 'French'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 40.72137, 'longitude': -73.99508}",,7329.4950788209,npiIhpcWePbVT3JYEcy3zg,https://s3-media3.fl.yelpcdn.com/bphoto/GHyh1iyMXfmHxPYaeqjGZg/o.jpg,False,"{'address1': '20 Spring St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['20 Spring St', 'New York, NY 10012']}",Wayan,,,4.5,22,[],https://www.yelp.com/biz/wayan-new-york-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
41,xin-cheng-brooklyn,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.6051, 'longitude': -73.99939}",(718) 722-1388,6546.366184027746,gAEETsUaT-nPU1HZPqRlpA,https://s3-media4.fl.yelpcdn.com/bphoto/ku-UcXNil_UghB2pPxUMWQ/o.jpg,False,"{'address1': '1946 86th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['1946 86th St', 'Brooklyn, NY 11214']}",Xin Cheng,+17187221388,,4.5,3,[],https://www.yelp.com/biz/xin-cheng-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
42,bagock-fried-chicken-and-doughnuts-brooklyn,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.70755, 'longitude': -73.94223}",(347) 529-4596,5837.609519516904,P3Yh0xVKUwy4SSGQqwArLA,https://s3-media3.fl.yelpcdn.com/bphoto/BiiFExvoFS_08T4XwxiTCg/o.jpg,False,"{'address1': '173 Montrose Avenu', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['173 Montrose Avenu', 'Brooklyn, NY 11206']}",Bagock Fried Chicken & Doughnuts,+13475294596,,4.0,13,[],https://www.yelp.com/biz/bagock-fried-chicken-and-doughnuts-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
43,elizas-local-new-york-2,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.72929, 'longitude': -73.98965}",(212) 203-9931,8074.519505536947,VhN7u8-4c1QtPlNuA_HocA,https://s3-media1.fl.yelpcdn.com/bphoto/gy-vNgahmFqb24eyS3j91g/o.jpg,False,"{'address1': '2 St Marks Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['2 St Marks Pl', 'New York, NY 10003']}",Eliza's Local,+12122039931,,5.0,30,[],https://www.yelp.com/biz/elizas-local-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
44,chinese-graffiti-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.72835, 'longitude': -73.98204}",(646) 454-0715,7846.768706453158,xJbr2o_5RZZYwVaFz0D14Q,https://s3-media4.fl.yelpcdn.com/bphoto/FmUiWhoP9k8Yr3UzemQo3g/o.jpg,False,"{'address1': '171 Avenue A', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['171 Avenue A', 'New York, NY 10009']}",Chinese Graffiti,+16464540715,,5.0,3,[],https://www.yelp.com/biz/chinese-graffiti-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
45,yi-ji-shi-mo-noodle-一記石磨腸粉-new-york,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.71824, 'longitude': -73.99583}",(646) 233-6311,7022.444750333115,B29F1YH-t1HkPOAirC09dQ,https://s3-media3.fl.yelpcdn.com/bphoto/3jNBFccWgF3WPutSm-FOHA/o.jpg,False,"{'address1': '88 Elizabeth St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['88 Elizabeth St', 'New York, NY 10013']}",Yi Ji Shi Mo Noodle 一記石磨腸粉,+16462336311,,4.5,2,[],https://www.yelp.com/biz/yi-ji-shi-mo-noodle-%E4%B8%80%E8%A8%98%E7%9F%B3%E7%A3%A8%E8%85%B8%E7%B2%89-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
46,mocktails-and-dreams-jersey-city,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'creperies', 'title': 'Creperies'}]","{'latitude': 40.72605, 'longitude': -74.03799}",(201) 360-0342,9662.050039743803,OwsEuB5uQs_zok4xTiHD2Q,https://s3-media1.fl.yelpcdn.com/bphoto/vdD20Tr1Dic0mr5crAYPtA/o.jpg,False,"{'address1': '30 Mall Dr W', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07310', 'country': 'US', 'state': 'NJ', 'display_address': ['30 Mall Dr W', 'Jersey City, NJ 07310']}",Mocktails & Dreams,+12013600342,,4.5,10,[],https://www.yelp.com/biz/mocktails-and-dreams-jersey-city?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
47,savida-new-york,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 40.71645, 'longitude': -74.00783}",(212) 202-3175,7266.74818605387,qCrM1gDsY7bc3Tk61VBIBQ,https://s3-media3.fl.yelpcdn.com/bphoto/hO8eJqHFmz0fmdP7v0kTGg/o.jpg,False,"{'address1': '139 Duane St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['139 Duane St', 'New York, NY 10013']}",Savida,+12122023175,,4.5,7,[],https://www.yelp.com/biz/savida-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
48,stickys-finger-joint-brooklyn,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.692080950712, 'longitude': -73.9860863238573}",(718) 596-6181,4026.8185751820156,h26UVqzKBXAKuX98ieU3BQ,https://s3-media1.fl.yelpcdn.com/bphoto/RbWIF5YgVLURirYa9ECHow/o.jpg,False,"{'address1': '66 Willoughby St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['66 Willoughby St', 'Brooklyn, NY 11201']}",Stickys Finger Joint,+17185966181,,3.5,3,"['delivery', 'pickup']",https://www.yelp.com/biz/stickys-finger-joint-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
49,niche-new-york-3,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 40.71786, 'longitude': -73.98518}",(929) 274-1629,6752.542446356562,FKLNX5j_byvdkliG0-ygCA,https://s3-media3.fl.yelpcdn.com/bphoto/JmPKD-JAjL-TWnnNf3NYrA/o.jpg,False,"{'address1': '172 Delancey St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['172 Delancey St', 'New York, NY 10002']}",Niche,+19292741629,,4.0,23,[],https://www.yelp.com/biz/niche-new-york-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
0,chamusca-new-york,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]","{'latitude': 40.72027, 'longitude': -73.9887}",(917) 472-7659,7079.0806176513815,2o609AUAVBNfvl1Ea1zBTA,https://s3-media2.fl.yelpcdn.com/bphoto/ePMBYtnVFVKeqwVCsVidnw/o.jpg,False,"{'address1': '92 Rivington St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['92 Rivington St', 'New York, NY 10002']}",Chamusca,+19174727659,,5.0,9,['restaurant_reservation'],https://www.yelp.com/biz/chamusca-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
1,gitano-jungle-room-new-york,"[{'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.72279, 'longitude': -74.00491}",(212) 201-9119,7794.834730072125,CNbY3C2vZ2ZYNunXq-EmNQ,https://s3-media1.fl.yelpcdn.com/bphoto/_cAtMcd8_GwCOMbNhq_Nag/o.jpg,False,"{'address1': '23 Grand St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['23 Grand St', 'New York, NY 10013']}",Gitano Jungle Room,+12122019119,,4.0,12,[],https://www.yelp.com/biz/gitano-jungle-room-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
2,madame-vo-bbq-new-york-3,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 40.72741, 'longitude': -73.98816}",(917) 675-7570,7836.780620107862,0zmFmXrFFEWxj8RxpVMfzA,https://s3-media1.fl.yelpcdn.com/bphoto/CUioWaBnMdILP48y-VZkDg/o.jpg,False,"{'address1': '104 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['104 2nd Ave', 'New York, NY 10003']}",Madame Vo BBQ,+19176757570,,4.0,54,[],https://www.yelp.com/biz/madame-vo-bbq-new-york-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
3,short-stories-new-york,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.72671, 'longitude': -73.99144}",,7817.487654520525,QsIAkIjzoAOtfgrABBe2ow,https://s3-media4.fl.yelpcdn.com/bphoto/9xOtEfNqLX5oSSLOnVjqwQ/o.jpg,False,"{'address1': '355 Bowery', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['355 Bowery', 'New York, NY 10003']}",Short Stories,,,4.0,2,[],https://www.yelp.com/biz/short-stories-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
4,e-bite-brooklyn,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.69314, 'longitude': -73.97307}",(929) 337-6038,3850.9441551692075,GS0K4qKF03bdetcB-CVflg,https://s3-media2.fl.yelpcdn.com/bphoto/YzAAUo3bczxCpFbNLaUC8w/o.jpg,False,"{'address1': '336 Myrtle Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['336 Myrtle Ave', 'Brooklyn, NY 11205']}",E-bite,+19293376038,,5.0,4,"['pickup', 'delivery']",https://www.yelp.com/biz/e-bite-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
5,sushi-by-m-new-york,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.72666, 'longitude': -73.99027}",(347) 688-8101,7796.9059591861305,MGRo61aHFUeRlWhSbTv2NA,https://s3-media1.fl.yelpcdn.com/bphoto/53nJi6GTeZQbVAMclGqypQ/o.jpg,False,"{'address1': '75 E 4th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['75 E 4th St', 'New York, NY 10003']}",Sushi By M,+13476888101,$$$,5.0,116,[],https://www.yelp.com/biz/sushi-by-m-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
6,yi-kou-fu-一口福-brooklyn,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.61656, 'longitude': -73.99299}",(347) 702-5643,5157.34103270285,7DOJ4sncxCi8CGMwPI7nbw,https://s3-media4.fl.yelpcdn.com/bphoto/K5-WrXfzmEX3K4CMgHUjQw/o.jpg,False,"{'address1': '6916 18th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11204', 'country': 'US', 'state': 'NY', 'display_address': ['6916 18th Ave', 'Brooklyn, NY 11204']}",Yi Kou Fu 一口福,+13477025643,,3.5,4,[],https://www.yelp.com/biz/yi-kou-fu-%E4%B8%80%E5%8F%A3%E7%A6%8F-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
7,chef-tan-newport-蜀湘门第-jersey-city-4,"[{'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 40.7283333339534, 'longitude': -74.0344276659991}",(201) 987-7070,9571.043251964245,wpJGWi1LQsCd7Leq3Y4RqQ,https://s3-media2.fl.yelpcdn.com/bphoto/u94L53_tH_hX_DObJlT5mg/o.jpg,False,"{'address1': '558 Washington Blvd', 'address2': '', 'address3': None, 'city': 'Jersey City', 'zip_code': '07310', 'country': 'US', 'state': 'NJ', 'display_address': ['558 Washington Blvd', 'Jersey City, NJ 07310']}",Chef Tan Newport 蜀湘门第,+12019877070,,4.0,61,"['pickup', 'delivery']",https://www.yelp.com/biz/chef-tan-newport-%E8%9C%80%E6%B9%98%E9%97%A8%E7%AC%AC-jersey-city-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
8,unagi-new-york,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 40.72084, 'longitude': -73.99601}",(212) 257-2335,7315.082494055269,HJIw5_NDZXLuORi1NGDBOA,https://s3-media3.fl.yelpcdn.com/bphoto/aArgYL2eWosY27MVeZnHoQ/o.jpg,False,"{'address1': '60 Kenmare St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['60 Kenmare St', 'New York, NY 10012']}",Unagi,+12122572335,,4.0,16,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/unagi-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
9,patrizias-of-maspeth-maspeth,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.726783, 'longitude': -73.894276}",(718) 779-2083,9768.284673724189,vYnQYMWk_CpV8APtyFWYWA,https://s3-media4.fl.yelpcdn.com/bphoto/uEgR7J-yCwq-TAg8hO7w-g/o.jpg,False,"{'address1': '6935 Grand Ave', 'address2': None, 'address3': '', 'city': 'Maspeth', 'zip_code': '11378', 'country': 'US', 'state': 'NY', 'display_address': ['6935 Grand Ave', 'Maspeth, NY 11378']}",Patrizia's Of Maspeth,+17187792083,$$,4.0,41,"['pickup', 'delivery']",https://www.yelp.com/biz/patrizias-of-maspeth-maspeth?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
10,joes-pizza-new-york-152,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7101297729083, 'longitude': -74.0077206864953}",(212) 267-0860,6646.359740864869,4h4Tuuc56YPO6lWfZ1bdSQ,https://s3-media3.fl.yelpcdn.com/bphoto/KyvDWAeO-Xc1d5TVZapWqg/o.jpg,False,"{'address1': '124 Fulton St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['124 Fulton St', 'New York, NY 10038']}",Joe's Pizza,+12122670860,,4.0,15,"['pickup', 'delivery']",https://www.yelp.com/biz/joes-pizza-new-york-152?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
11,phobar-chinatown-new-york-2,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 40.7152346, 'longitude': -73.9990079}",(212) 267-5400,6822.319000986851,C7e6WIM4CFa4EkzxHWHBRA,https://s3-media3.fl.yelpcdn.com/bphoto/Sky9CMAgvtOyINmSzxEztg/o.jpg,False,"{'address1': '43 Mott St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['43 Mott St', 'New York, NY 10013']}",PhoBar - Chinatown,+12122675400,,4.0,26,[],https://www.yelp.com/biz/phobar-chinatown-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
