category1,category2,category3,category4,alcohol,ambience,noise_level,phone,is_closed,name,yelp_url,url,price,rating,review_count,first_review_rating,first_review_date,transactions,transactions2,transactions3,hot_and_new,latitude,longitude,address1,address2,address3,city,zip_code,country,state
Diners ,American (New),Breakfast&Brunch,,Full Bar,Hipster,Average,(718) 486-3077,FALSE,Diner,https://www.yelp.com/biz/diner-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,dinernyc.com,$$,4,727,5,4/17/2005, pickup ,,,no,40.71069,-73.96559,85 Broadway,,,Brooklyn,11249,US,NY
Cafes ,Breakfast & Brunch,,,Full Bar,Casual,Quiet,(347) 425-1036,FALSE,Salem's Hour,https://www.yelp.com/biz/salems-hour-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,salemshour.com,$$,4.5,101,4,10/17/2016, pickup ,,,no,40.660554,-73.9507766,1110 Nostrand Ave,,,Brooklyn,11225,US,NY
American (New) ,Pubs,Gastropubs,,Full Bar,Casual,Average,(718) 284-0005,FALSE,The OX Tavern,https://www.yelp.com/biz/the-ox-tavern-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,theoxtavern.com,$$,4,479,4,9/11/2010, pickup ,reservations,delivery,no,40.63489,-73.96497,1301 Newkirk Ave,,,Brooklyn,11230,US,NY
Pizza,,,,No,Casual,Average,(718) 399-9000,FALSE,Brooklyn's Homeslice Pizzeria,https://www.yelp.com/biz/brooklyns-homeslice-pizzeria-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,brooklynpizzarestaurant.com,$,4.5,93,5,7/14/2017, pickup ,,delivery,no,40.680702,-73.967455,567 Vanderbilt Ave,,,Brooklyn,11238,US,NY
Cuban ,Coffee & Tea,Breakfast&Brunch,,Beer & Wine Only,"Casual, Trendy",Average,(718) 623-2822,FALSE,Pilar Cuban Eatery,https://www.yelp.com/biz/pilar-cuban-eatery-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,pilarny.com,$$,4,262,4,2/8/2015, pickup ,reservations,delivery,no,40.68808,-73.9551,397 Greene Ave,,,Brooklyn,11216,US,NY
Pan Asian ,Chinese,,,No,"Casual, Intimate, Romantic",Quiet,(718) 576-3571,FALSE,Chive Blossom NYC,https://www.yelp.com/biz/chive-blossom-nyc-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,hiveblossomnyc.com,$$,4.5,102,5,7/8/2017, pickup ,reservations,delivery,no,40.710796,-73.963901,394 Bedford Ave,,,Brooklyn,11249,US,NY
Caribbean,,,,Full Bar,Casual,Loud,(718) 230-3954,FALSE,Sugarcane,https://www.yelp.com/biz/sugarcane-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,sugarcanerestaurant.com,$$,3.5,527,4,9/2/2005,pickup,reservations,,no,40.68028,-73.97508,238 Flatbush Ave,,,Brooklyn,11217,US,NY
Ramen ,Noodles,,,Beer & Wine Only,Casual,Quiet,,FALSE,YUJI Ramen,https://www.yelp.com/biz/yuji-ramen-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,Business websiteyujiramen.com,$$,4,116,3,12/3/2014,,,,no,40.712527,-73.9487788,150 Ainslie St,,,Brooklyn,11211,US,NY
Jazz & Blues ,Restaurants,,,,,,(718) 398-1766,FALSE,Sista's Place,https://www.yelp.com/biz/sistas-place-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,sistasplace.org,$$,5,4,4,8/1/2010,pickup,,,no,40.68338,-73.950477,456 Nostrand Ave,,,Brooklyn,11216,US,NY
Bubble Tea ,Vietnamese,Sandwiches,,No,Causal,Average,(718) 399-3812,FALSE,Banhmigos,https://www.yelp.com/biz/banhmigos-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,Business websitebanhmigosbrooklyn.com,$,4,257,5,11/24/2012, pickup ,,delivery,no,40.67563404,-73.97435904,178 Lincoln Pl,,,Brooklyn,11217,US,NY
Ramen ,Seafood,Bars,,Beer & Wine Only,Casual,Average,(718) 709-9888,FALSE,RYUJIN,https://www.yelp.com/biz/ryujin-brooklyn-8?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,ryujinramenbrooklyn.com,$$,4,201,1,1/29/2016, pickup ,reservations,delivery,no,40.71117819,-73.95062567,513 Grand St,,,Brooklyn,11211,US,NY
Steakhouses ,Peruvian,Seafood,,Full Bar,Casual,Average,(718) 383-0045,FALSE,Chimu Bistro,https://www.yelp.com/biz/chimu-bistro-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,https://www.yelp.com/biz_redir?url=http%3A%2F%2Fchimubistrobrooklyn.mypub.website&website_link_type=website&src_bizid=2E2f5H4SltGyD8ciTu8AKg&cachebuster=1553013006&s=0e27acce3cca1b32fd27c13b0a13f7114b161f0123ca9fd717478282ffef1b74,$$,4,765,4,5/9/2005,pickup,reservations,delivery,no,40.714903,-73.95144,482 Union Ave,,,Brooklyn,11211,US,NY
American (Traditional),,,,,,,(718) 215-7100,FALSE,Kleins,https://www.yelp.com/biz/kleins-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,thehoxton.com,,3.5,29,4,9/12/2018,,,,no,40.72077,-73.95873,97 Wythe Ave,,The Hoxton,Brooklyn,11249,US,NY
French ,Breakfast & Brunch,WineBars,,Beer & Wine Only,"Casual, Intimate",Average,(718) 852-8582,FALSE,Café Paulette,https://www.yelp.com/biz/caf%C3%A9-paulette-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,cafepaulette.com,$$,3.5,163,4,10/30/2013,,reservations,,no,40.68960941,-73.97591736,1 S Elliott Pl,,,Brooklyn,11217,US,NY
Vegetarian ,Diners,,,No,Casual,Quiet,(718) 282-2255,FALSE,Zen Vegetarian House,https://www.yelp.com/biz/zen-vegetarian-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$$,4,255,4,11/11/2008, pickup ,,delivery,no,40.65396,-73.95937,773 Flatbush Ave,,,Brooklyn,11226,US,NY
Latin American,,,,No,Casual,Average,(718) 596-6965,FALSE,Los Papi's,https://www.yelp.com/biz/los-papis-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$,4.5,70,5, 7/5/2006,pickup,,delivery,no,40.7021,-73.98444,77 Bridge St,,,Brooklyn,11201,US,NY
Italian ,Bars,,,Full Bar,"Intimate, Romantic",Average,(718) 302-1100,FALSE,La Nonna Ristorante & Bar,https://www.yelp.com/biz/la-nonna-ristorante-and-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,lanonnabk.com,$$,4,254,5,3/12/2014, pickup ,reservations,delivery,no,40.71846879,-73.96391855,184 Kent Ave,,,Brooklyn,11249,US,NY
Thai,,,,,,,(718) 287-8888,FALSE,Am Thai Bistro,https://www.yelp.com/biz/am-thai-bistro-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,amthaibistro.com,$$,4,469,4,1/28/2012,pickup,reservations,delivery,no,40.646825,-73.970082,1003 Church Ave,,,Brooklyn,11218,US,NY
American (New),,,,Full Bar,"Trendy, Classy",Average,(347) 294-4786,FALSE,Camperdown Elm,https://www.yelp.com/biz/camperdown-elm-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$$$,4,88,5,6/22/2017,pickup,reservations,,no,40.66312,-73.98454,441 7th Ave,,,Brooklyn,11215,US,NY
Caribbean,,,,No,Casual,Average,(718) 462-0120,FALSE,Footprints Cafe,https://www.yelp.com/biz/footprints-cafe-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$$,2.5,230,1,12/16/2013, pickup ,,delivery,no,40.6374629,-73.952252,1377 Flatbush Ave,,,Brooklyn,11210,US,NY
Chinese ,Noodles,Burgers,,,,,(212) 786-2068,FALSE,Xi'an Famous Foods,,,$,4,200,,,,,,no,40.72433017,-73.95092994,648 Manhattan Ave,,,Brooklyn,11222,US,NY
Italian ,American (New),,,Beer & Wine Only,Intimate,Quiet,(718) 333-5099,FALSE,Little Forno,https://www.yelp.com/biz/little-forno-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,littleforno.com,$$,4.5,83,5,8/25/2017, pickup ,reservations,delivery,no,40.6356982,-74.0264421,276 Bay Ridge Ave,,,Brooklyn,11220,US,NY
Caribbean,,,,No,Casual,Average,(347) 295-2892,FALSE,Fishermans Cove,https://www.yelp.com/biz/fishermans-cove-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,https://www.yelp.com/biz_redir?url=http%3A%2F%2Ffishermanscoveinc.wix.com%2Ffishcoveinc&website_link_type=website&src_bizid=-XaaUljihDyOc0Jur2qrXw&cachebuster=1553035389&s=906543a0331e8ca00f25b16569bf264cee021aad8dab01c075fb50926719e21d,$,3.5,136,4,2/24/2014, pickup ,,delivery,no,40.6330647,-73.9475255,2137 Nostrand Ave,,,Brooklyn,11210,US,NY
Japanese ,Sushi Bars,Soup,,Beer & Wine Only,"Hipster, Casual",Average,(718) 398-8100,FALSE,Silver Rice,https://www.yelp.com/biz/silver-rice-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,silverrice.com,$$,4.5,242,5,3/29/2014, pickup ,,delivery,no,40.67421236,-73.95688914,638 Park Pl,,,Brooklyn,11238,US,NY
Bakeries ,Trinidadian,FastFood,,Beer & Wine Only,,Average,(347) 425-0016,FALSE,A&A Bake and Double and Roti Shop,https://www.yelp.com/biz/a-and-a-bake-and-double-and-roti-shop-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,https://www.yelp.com/biz_redir?url=http%3A%2F%2Faandabakedoublesandrotishop.com&website_link_type=website&src_bizid=Dw0D3560Yt3pQtdm74gGeQ&cachebuster=1553035162&s=af8029e46337456a1e8cff49e239bd5f944cb4bbec764c2d71ad3070747933fa,$,4.5,181,3,1/23/2007,pickup,,,no,40.68043,-73.94795,1337 Fulton St,,,Brooklyn,11216,US,NY
Pizza ,Italian,,,Full Bar,Trendy,Average,(347) 987-4500,FALSE,Barano,https://www.yelp.com/biz/barano-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,baranobk.com,$$$,4.5,208,5,5/1/2016, pickup ,restaurant_reservation,delivery,no,40.710372,-73.96794,26 Broadway,,,Brooklyn,11249,US,NY
Gastropubs ,Breakfast & Brunch,,,Full Bar,Casual,Average,(718) 783-4744,FALSE,Black Swan,https://www.yelp.com/biz/black-swan-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,blackswanbk.com,$$,3.5,746,5,4/24/2010, pickup ,restaurant_reservation,delivery,no,40.68909,-73.9552099,1048 Bedford Ave,,,Brooklyn,11205,US,NY
Greek ,Mediterranean,,,Full Bar,Classy,Average,(718) 623-2767,FALSE,Faros Restaurant,https://www.yelp.com/biz/faros-restaurant-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,farosny.com,$$,4,194,1,7/1/2011,pickup,restaurant_reservation,delivery,no,40.6749,-73.97532,84 7th Ave,,,Brooklyn,11217,US,NY
Middle Eastern,,,,,,,(718) 576-3398,FALSE,Brooklyn Shawarma,https://www.yelp.com/biz/brooklyn-shawarma-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,bkshawarma.com,$,4,32,3,2/23/2018, pickup ,,delivery,no,40.68272774,-73.96279838,1001 Fulton St,,,Brooklyn,11238,US,NY
Sports Bars ,Burgers,BeerBar,,,,,(347) 750-7557,FALSE,Brooklyn Tap House,https://www.yelp.com/biz/brooklyn-tap-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,brooklyntaphouse.com,$$,3.5,304,4,1/6/2012,,,,no,40.6939587,-73.9607123,590 Myrtle Ave,,,Brooklyn,11205,US,NY
Cantonese ,Noodles,AsianFusion,,No,Casual,Average,(718) 483-9687,FALSE,Duck Wong,https://www.yelp.com/biz/duck-wong-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$,4,157,4,4/27/2015,pickup,,delivery,no,40.6002,-73.9904,2341 86th St,,,Brooklyn,11214,US,NY
Chicken Shop ,Chicken Wings,,,Full Bar,,Average,(718) 567-6060,FALSE,Pelicana Chicken,https://www.yelp.com/biz/pelicana-chicken-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,pelicanausa.com,,4,42,4,10/25/2018,pickup,, delivery ,no,40.68597,-73.9732,1 Greene Ave,,,Brooklyn,11238,US,NY
Italian,,,,Beer & Wine Only,Casual,Average,(718) 875-5600,FALSE,Vinny's of Carroll Gardens,https://www.yelp.com/biz/vinnys-of-carroll-gardens-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,vinnysofcarrollgardens.com,$$,4,195,5,1/12/2006,pickup,,delivery,no,40.682103,-73.993438,295 Smith St,,,Brooklyn,11231,US,NY
Vegetarian ,Vegan,Indian,,No,Casual,Quiet,(718) 855-6714,FALSE,Govinda's Vegetarian,https://www.yelp.com/biz/govindas-vegetarian-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,iskconnyc.com,$,4.5,161,5,10/17/2009,pickup,,,no,40.68771,-73.98241,305 Schermerhorn St,,,Brooklyn,11217,US,NY
Pizza,,,,Beer & Wine Only,"Hipster, Casual",Average,(718) 599-2210,FALSE,Best Pizza,https://www.yelp.com/biz/best-pizza-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,best.piz.za.com,$,3.5,523,5,10/6/2010,pickup,,delivery,no,40.7156,-73.95352,33 Havemeyer St,,,Brooklyn,11211,US,NY
Middle Eastern ,Moroccan,Vegan,,Beer & Wine Only,Casual,Average,(718) 284-4444,FALSE,Mimi's Hummus,https://www.yelp.com/biz/mimis-hummus-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$$,4,328,4,2/19/2009,pickup,restaurant_reservation, delivery ,no,40.64035,-73.9667,1209 Cortelyou Rd,,,Brooklyn,11218,US,NY
Persian/Iranian,,,,Full Bar,Casual,Average,(646) 340-0322,FALSE,Sofreh,https://www.yelp.com/biz/sofreh-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,sofrehnyc.com,$$,4,164,5,6/7/2018,,restaurant_reservation,,no,40.6798617,-73.973984,75 St Marks Ave,,,Brooklyn,11217,US,NY
Mexican ,Tex-Mex,,,Full Bar,Casual,Loud,(718) 680-8226,FALSE,Ho' Brah a taco joint,https://www.yelp.com/biz/ho-brah-a-taco-joint-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,hobrahtacos.com,$$,4,741,4,12/3/2011,pickup,restaurant_reservation,delivery,no,40.623006,-74.031548,8618 3rd Ave,,,Brooklyn,11209,US,NY
Burgers,,,,Beer & Wine Only,Casual,Average,(718) 246-8259,FALSE,Moo Burger,https://www.yelp.com/biz/moo-burger-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$$,4,428,5,10/18/2011,pickup,, delivery ,no,40.685823,-73.994528,240 Court St,,,Brooklyn,11201,US,NY
Soup,,,,No,Casual,Quiet,(718) 965-4237,FALSE,The Soup Bowl of Park Slope,,https://www.yelp.com/biz/the-soup-bowl-of-park-slope-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,thesoupbowlofparkslope.com,4,88,4,11/20/2011,pickup,,,no,40.6670558,-73.981222,319 7th Ave,,,Brooklyn,11215,US,NY
Cocktail Bars ,Mexican,,,Full Bar,"Hipster, Casual",Average,(347) 295-1141,FALSE,La Loba Cantina,https://www.yelp.com/biz/la-loba-cantina-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,lalobacantina.com,$$,4,94,5,1/31/2016,,,,no,40.64577,-73.97288,709 Church Ave,,,Brooklyn,11218,US,NY
Vegetarian ,Beer,alias:cafes,Cafes,Beer & Wine Only,"Hipster, Casual",Average,(347) 689-2344,FALSE,Baba Cool,https://www.yelp.com/biz/baba-cool-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,babacoolbrooklyn.com,$$,4,150,5,3/20/2014,pickup,, delivery ,no,40.68701,-73.97537,64 Lafayette Ave,Ste B,,Brooklyn,11217,US,NY
Bars ,Tapas/Small Plates,,,Full Bar,"Hipster, Casual, Trendy, Intimate, Classy",Average,(347) 770-7217,FALSE,The Topaz,https://www.yelp.com/biz/the-topaz-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,topaz.nyc,$$,4.5,92,5,7/20/2015,,restaurant_reservation,,no,40.70734,-73.93949,251 Bushwick Ave,,,Brooklyn,11206,US,NY
Chinese,,,,No,"Divey, Casual",Average,(718) 437-3542,FALSE,Kai Feng Fu 開封府鍋貼,https://www.yelp.com/biz/kai-feng-fu-%E9%96%8B%E5%B0%81%E5%BA%9C%E9%8D%8B%E8%B2%BC-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$,4,225,5,6/7/2008,pickup,,,no,40.64201,-74.00238,4801 8th Ave,,,Brooklyn,11220,US,NY
Sandwiches ,Breakfast & Brunch,Japanese,,Beer & Wine Only,Casual,Average,(718) 388-6160,FALSE,House of Small Wonder,https://www.yelp.com/biz/house-of-small-wonder-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,houseofsmallwonder.com,$$,4,667,4,9/27/2010,pickup,,,no,40.71888397,-73.96060908,77 N 6th St,,,Brooklyn,11211,US,NY
American (New) ,French,WineBars,,Full Bar,Trendy,Average,(718) 855-3158,FALSE,Beasts & Bottles,https://www.yelp.com/biz/beasts-and-bottles-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,beastsandbottles.com,$$$,4,147,4,5/12/2016,pickup,restaurant_reservation,,no,40.69059,-73.99503,151 Atlantic Ave,,,Brooklyn,11201,US,NY
Argentine ,Steakhouses,Cafes,,Full Bar,"Casual, Intimate",Average,(718) 782-9477,FALSE,Cafe Argentino,https://www.yelp.com/biz/cafe-argentino-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,cafeargentinony.com,$$,4,205,5,1/25/2010,pickup, restaurant_reservation,delivery,no,40.711199,-73.95137,499 Grand St,,,Brooklyn,11211,US,NY
Cafes,,,,Beer & Wine Only,"Casual, Romantic",Average,(718) 336-1601,FALSE,Sweetspot Cafe,https://www.yelp.com/biz/sweetspot-cafe-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,nysweetspotcafe.com,$$,4,86,5,12/4/20155,pickup,restaurant_reservation,,no,40.59903,-73.9616,2376 Coney Island Ave,,,Brooklyn,11223,US,NY
Breakfast & Brunch ,Cafes,,,No,"Hipster, Casual",Average,(218) 941-4020,FALSE,Cafe Madeline,https://www.yelp.com/biz/cafe-madeline-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,https://www.yelp.com/biz_redir?url=http%3A%2F%2Fcafemadelinebrooklyn.cafedesigner.site&website_link_type=website&src_bizid=bZc7uxqmmYLxLb14gfCOuw&cachebuster=1553038451&s=766960234c4bc39b998e2d86d8f743250dac61a53646ebbbd7aaa1edfc399892,$$,4,459,5,10/24/2010,pickup,,,no,40.6419312,-73.9633539,1603 Cortelyou Rd,,,Brooklyn,11226,US,NY
Cafes ,Coffee & Tea,Breakfast&Brunch,,,,,(347) 240-5110,FALSE,Dale View Biscuits and Beer,https://www.yelp.com/biz/dale-view-biscuits-and-beer-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,biscuitsandbeer.nyc,,4.5,26,3,10/1/2018,,,,no,40.65893,-73.95064,1170 Nostrand Ave,,,Brooklyn,11225,US,NY
Laotian ,Pop-Up Restaurants,,,,,,(917) 200-3149,FALSE,I Eat Lao Food,https://www.yelp.com/biz/i-eat-lao-food-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,ieatlaofood.com,,4.5,5,4,12/2/2018,,,,no,40.716917,-73.961961,103 N 3rd St,,,Brooklyn,11249,US,NY
Japanese ,Sushi Bars,,,,Casual,Average,(718) 398-5240,FALSE,Taro Sushi,https://www.yelp.com/biz/taro-sushi-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,tarosushibrooklyn.com,$$,4,494,5,1/18/2007,pickup,, delivery ,no,40.67964498,-73.97430909,244 Flatbush Ave,,,Brooklyn,11217,US,NY
Thai,,,,No,Casual,Quiet,(718) 789-3981,FALSE,Nourish,https://www.yelp.com/biz/nourish-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,$$,4,153,5,4/24/2017,pickup,restaurant_reservation, delivery ,no,40.677941,-73.968455,637A Vanderbilt Ave,,,Brooklyn,11238,US,NY
American (Traditional),,,,Full Bar,Casual,Average,(718) 648-0891,FALSE,TGI Fridays,https://www.yelp.com/biz/tgi-fridays-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,https://www.yelp.com/biz_redir?url=https%3A%2F%2Fwww.tgifridays.com%2Flocations%2F223%2Ffridays-brooklyn-new-york&website_link_type=website&src_bizid=Lr230G6cD9W1ah-ITcP89A&cachebuster=1553038852&s=f080a37f87fd9e73fe566c8f04794fbd8bbbdbbe6b77396841d8e92b1ea5f881,$$,2,463,3,11/13/2007,pickup,,,no,40.58688478,-73.92894436,3181 Harkness Ave,,,Brooklyn,11235,US,NY
