,categories,coordinates,display_phone,is_closed,location,name,phone,price,rating,review_count,transactions,hot_and_new
1102,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}]","{'latitude': 40.69099, 'longitude': -73.95587}",(929) 290-2197,False,"{'address1': '525 Dekalb Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['525 Dekalb Ave', 'Brooklyn, NY 11205']}",Fan Fried Rice Bar,19292902197.0,$,5.0,40,"['pickup', 'delivery']",
1103,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.689436, 'longitude': -73.9723809}",(917) 909-1023,False,"{'address1': '184 Dekalb Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['184 Dekalb Ave', 'Brooklyn, NY 11205']}",Miss Ada,19179091023.0,$$$,4.5,145,[],
1104,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.712622, 'longitude': -73.9487843}",,False,"{'address1': '150 Ainslie St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['150 Ainslie St', 'Brooklyn, NY 11211']}",Okonomi,,$$,4.5,410,[],
1105,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.6647720336914, 'longitude': -73.9535217285156}",(718) 484-7555,False,"{'address1': '355 Rogers Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['355 Rogers Ave', 'Brooklyn, NY 11225']}",The Food Sermon Kitchen,17184847555.0,$$,4.5,230,"['pickup', 'delivery']",
1106,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.6746627, 'longitude': -73.9766125}",(718) 636-4800,False,"{'address1': '788A Union St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['788A Union St', 'Brooklyn, NY 11215']}",Scottadito Osteria Toscana,17186364800.0,$$,4.0,782,"['pickup', 'delivery', 'restaurant_reservation']",
1107,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 40.68562, 'longitude': -73.98587}",(718) 576-3209,False,"{'address1': '190 Dean St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['190 Dean St', 'Brooklyn, NY 11217']}",Rucola,17185763209.0,$$,4.0,448,[],
1108,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.625093, 'longitude': -73.961531}",(718) 258-1367,False,"{'address1': '1424 Ave J', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11230', 'country': 'US', 'state': 'NY', 'display_address': ['1424 Ave J', 'Brooklyn, NY 11230']}",Di Fara Pizza,17182581367.0,$$,4.0,3202,"['pickup', 'delivery']",
1109,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.683501, 'longitude': -73.999304}",(718) 858-5641,False,"{'address1': '215 Union St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['215 Union St', 'Brooklyn, NY 11231']}",La Cigogne,17188585641.0,$$,4.0,328,"['pickup', 'delivery']",
1110,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.67209, 'longitude': -73.95731}",(718) 483-8834,False,"{'address1': '781 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['781 Franklin Ave', 'Brooklyn, NY 11238']}",Barboncino Pizza & Bar,17184838834.0,$$,4.5,868,[],
1111,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7025694629739, 'longitude': -73.993247611872}",(718) 858-4300,False,"{'address1': '1 Front St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['1 Front St', 'Brooklyn, NY 11201']}",Grimaldi's,17188584300.0,$$,3.5,4450,[],
1112,"[{'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.6897354125977, 'longitude': -73.970703125}",(347) 689-4287,False,"{'address1': '219 Dekalb Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['219 Dekalb Ave', 'Brooklyn, NY 11205']}",Colonia Verde,13476894287.0,$$,4.0,142,[],
1113,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.671705, 'longitude': -73.957887}",(718) 622-0249,False,"{'address1': '788 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['788 Franklin Ave', 'Brooklyn, NY 11238']}",Glady's,17186220249.0,$$,4.0,429,[],
1114,"[{'alias': 'indonesian', 'title': 'Indonesian'}]","{'latitude': 40.723255, 'longitude': -73.944633}",(718) 701-4333,False,"{'address1': '152 Driggs Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['152 Driggs Ave', 'Brooklyn, NY 11222']}",Selamat Pagi,17187014333.0,$$,4.0,247,[],
1115,"[{'alias': 'georgian', 'title': 'Georgian'}]","{'latitude': 40.71994, 'longitude': -73.95791}",(929) 295-8401,False,"{'address1': '80 Berry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['80 Berry St', 'Brooklyn, NY 11249']}",Cheeseboat,19292958401.0,$$,4.0,335,"['pickup', 'delivery']",
1116,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.69023, 'longitude': -73.99634}",(347) 763-0899,False,"{'address1': '331 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['331 Henry St', 'Brooklyn, NY 11201']}",Lillo Cucina Italiana,13477630899.0,$,5.0,71,[],
1117,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.714066, 'longitude': -73.956327}",(718) 963-3404,False,"{'address1': '354 Metropolitan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['354 Metropolitan Ave', 'Brooklyn, NY 11211']}",Fette Sau,17189633404.0,$$,4.0,2178,"['pickup', 'delivery']",
1118,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 40.70747, 'longitude': -73.94339}",(347) 457-6010,False,"{'address1': '159 Graham Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['159 Graham Ave', 'Brooklyn, NY 11206']}",Win Son,13474576010.0,$$,4.5,345,[],
1119,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.674106, 'longitude': -73.953529}",(347) 305-3233,False,"{'address1': '1433 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1433 Bedford Ave', 'Brooklyn, NY 11216']}",Catfish,13473053233.0,$$,4.0,656,[],
1120,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.6778662988215, 'longitude': -73.9500002190471}",(347) 425-0111,False,"{'address1': '608 Nostrand Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['608 Nostrand Ave', 'Brooklyn, NY 11216']}",Sweet Brooklyn Bar And Grill,13474250111.0,$$,4.0,275,"['pickup', 'delivery']",
1121,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 40.707587, 'longitude': -73.933271}",(718) 381-0491,False,"{'address1': '374 Johnson Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['374 Johnson Ave', 'Brooklyn, NY 11206']}",ICHIRAN - Brooklyn,17183810491.0,$$,3.5,986,[],
1122,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.7134488, 'longitude': -73.9513445}",(347) 799-1433,False,"{'address1': '436 Union Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['436 Union Ave', 'Brooklyn, NY 11211']}",hanon,13477991433.0,,4.5,18,[],
1123,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 40.7105638, 'longitude': -73.9233984}",(718) 386-4282,False,"{'address1': '99 Scott Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['99 Scott Ave', 'Brooklyn, NY 11237']}",Bunker,17183864282.0,$$,4.0,667,"['pickup', 'delivery']",
1124,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.729546, 'longitude': -73.958568}",(347) 987-3747,False,"{'address1': '60 Greenpoint Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['60 Greenpoint Ave', 'Brooklyn, NY 11222']}",Paulie Gee's,13479873747.0,$$,4.5,1154,[],
1125,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.67501, 'longitude': -73.98163}",(347) 721-3801,False,"{'address1': '256 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['256 5th Ave', 'Brooklyn, NY 11215']}",Negril BK,13477213801.0,$$,4.0,348,"['pickup', 'delivery']",
1126,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.6801719843659, 'longitude': -73.9777555239717}",(718) 622-2250,False,"{'address1': '79 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['79 5th Ave', 'Brooklyn, NY 11217']}",Miriam,17186222250.0,$$,4.0,902,"['pickup', 'delivery', 'restaurant_reservation']",
1127,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]","{'latitude': 40.6339, 'longitude': -74.00467}",(718) 851-5888,False,"{'address1': '5816 Fort Hamilton Pkwy', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['5816 Fort Hamilton Pkwy', 'Brooklyn, NY 11219']}",Xiang Hotpot-Brooklyn,17188515888.0,$$$,4.0,12,[],
1128,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.6746035, 'longitude': -73.9631644}",(347) 750-5275,False,"{'address1': '780 Washington Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['780 Washington Ave', 'Brooklyn, NY 11238']}",Sunshine,13477505275.0,$$,4.0,313,[],
1129,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.67929, 'longitude': -73.98137}",(718) 857-4337,False,"{'address1': '149 4th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['149 4th Ave', 'Brooklyn, NY 11217']}",The Douglass Public House,17188574337.0,$$,4.5,120,"['pickup', 'delivery']",
1130,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.6541492290788, 'longitude': -73.9593708515167}",(347) 529-1080,False,"{'address1': '757 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['757 Flatbush Ave', 'Brooklyn, NY 11226']}",MangoSeed Restaurant,13475291080.0,$$,4.0,755,"['pickup', 'delivery']",
1131,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.6872890722053, 'longitude': -73.9980973979345}",(347) 689-3122,False,"{'address1': '404 Henry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['404 Henry St', 'Brooklyn, NY 11201']}",Libertador Steakhouse - Brooklyn,13476893122.0,$$,4.0,205,['restaurant_reservation'],
1132,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.6901735, 'longitude': -73.9069755}",(718) 975-6840,False,"{'address1': '611A Wilson Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['611A Wilson Ave', 'Brooklyn, NY 11207']}",Father Knows Best,17189756840.0,$$,4.0,224,"['pickup', 'delivery']",
1133,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]","{'latitude': 40.6810431221494, 'longitude': -73.9752403260395}",(718) 576-3521,False,"{'address1': '216 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['216 Flatbush Ave', 'Brooklyn, NY 11217']}",Don Chingon,17185763521.0,$$,4.5,307,"['pickup', 'delivery']",
1134,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.677328, 'longitude': -73.997972}",(718) 403-0033,False,"{'address1': '457 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['457 Court St', 'Brooklyn, NY 11231']}",Frankies 457 Spuntino,17184030033.0,$$,4.0,739,"['pickup', 'delivery']",
1135,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.60019, 'longitude': -73.9422}",(718) 769-1254,False,"{'address1': '3432 Nostrand Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['3432 Nostrand Ave', 'Brooklyn, NY 11229']}",Brennan & Carr,17187691254.0,$$,4.0,619,[],
1136,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.670226, 'longitude': -73.9857509}",(718) 398-4300,False,"{'address1': '412 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['412 5th Ave', 'Brooklyn, NY 11215']}",Varrio 408,17183984300.0,$,4.5,331,"['pickup', 'delivery']",
1137,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.70628, 'longitude': -73.92274}",(718) 821-3900,False,"{'address1': '22 Wyckoff Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['22 Wyckoff Ave', 'Brooklyn, NY 11237']}",Dock Asian Eatery,17188213900.0,$$,4.5,29,"['pickup', 'delivery', 'restaurant_reservation']",
1138,"[{'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.713046, 'longitude': -73.958968}",(347) 335-0187,False,"{'address1': '221 S 1st St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['221 S 1st St', 'Brooklyn, NY 11211']}",Tabaré,13473350187.0,$$,4.0,602,[],
1139,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 40.673563, 'longitude': -73.967517}",(347) 529-2855,False,"{'address1': '236 Underhill Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['236 Underhill Ave', 'Brooklyn, NY 11238']}",Cheryl's Global Soul,13475292855.0,$$,4.0,730,"['pickup', 'delivery']",
1140,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.6909, 'longitude': -73.9958}",(718) 855-7500,False,"{'address1': '127 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['127 Atlantic Ave', 'Brooklyn, NY 11201']}",Colonie,17188557500.0,$$$,4.0,537,[],
1141,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}]","{'latitude': 40.6718444824219, 'longitude': -73.9572525024414}",(347) 406-6660,False,"{'address1': '789 Franklin Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['789 Franklin Ave', 'Brooklyn, NY 11238']}",Bunsmith,13474066660.0,$$,4.0,226,[],
1142,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7114604, 'longitude': -73.9476182}",(718) 388-0012,False,"{'address1': '613 Grand St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['613 Grand St', 'Brooklyn, NY 11211']}",The Saint Austere,17183880012.0,$$,4.5,359,"['pickup', 'delivery']",
1143,"[{'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 40.71503, 'longitude': -73.94767}",(718) 384-2836,False,"{'address1': '89 Conselyea St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['89 Conselyea St', 'Brooklyn, NY 11211']}",DeStefano's Steakhouse,17183842836.0,$$$,4.5,745,['restaurant_reservation'],
1144,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'latitude': 40.65493, 'longitude': -73.95988}",(646) 683-6012,False,"{'address1': '738 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['738 Flatbush Ave', 'Brooklyn, NY 11226']}",Peppa's Jerk Chicken Restaurant,16466836012.0,$,4.0,188,[],
1145,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.688285, 'longitude': -73.989006}",(718) 852-8758,False,"{'address1': '298 Atlantic Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['298 Atlantic Ave', 'Brooklyn, NY 11201']}",Sottocasa Pizzeria,17188528758.0,$$,4.5,576,['delivery'],
1146,"[{'alias': 'polish', 'title': 'Polish'}]","{'latitude': 40.729977, 'longitude': -73.955128}",(718) 349-1744,False,"{'address1': '136 Greenpoint Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['136 Greenpoint Ave', 'Brooklyn, NY 11222']}",Karczma,17183491744.0,$$,4.5,527,['pickup'],
1147,"[{'alias': 'dominican', 'title': 'Dominican'}]","{'latitude': 40.67885, 'longitude': -73.96214}",(718) 398-3758,False,"{'address1': '564 Grand Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['564 Grand Ave', 'Brooklyn, NY 11238']}",Puerto Viejo,17183983758.0,$$,4.0,407,"['pickup', 'delivery']",
1148,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'french', 'title': 'French'}]","{'latitude': 40.671718, 'longitude': -73.983902}",(347) 799-1175,False,"{'address1': '351 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['351 5th Ave', 'Brooklyn, NY 11215']}",Mori,13477991175.0,,4.5,53,[],
1149,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 40.69372, 'longitude': -73.9646}",(347) 987-4181,False,"{'address1': '507 Myrtle Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['507 Myrtle Ave', 'Brooklyn, NY 11205']}",Myrtle & Co,13479874181.0,,5.0,5,"['pickup', 'delivery']",
1150,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]","{'latitude': 40.70794, 'longitude': -73.92164}",(917) 966-1666,False,"{'address1': '445 Troutman St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['445 Troutman St', 'Brooklyn, NY 11237']}",Hard Times,19179661666.0,$$,4.0,339,"['delivery', 'pickup']",
1151,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.662809, 'longitude': -73.95406}",(718) 483-9211,False,"{'address1': '406 Rogers Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['406 Rogers Ave', 'Brooklyn, NY 11225']}",Glou,17184839211.0,$$,5.0,21,[],
1152,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.683438, 'longitude': -73.995711}",(347) 889-5077,False,"{'address1': '316 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['316 Court St', 'Brooklyn, NY 11231']}",Gersi,13478895077.0,$$,4.5,195,"['delivery', 'pickup']",
1153,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7182749, 'longitude': -73.9576213}",(718) 551-0520,False,"{'address1': '170 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['170 Bedford Ave', 'Brooklyn, NY 11249']}",The Meatball Shop,17185510520.0,$$,4.0,1190,"['delivery', 'pickup']",
1154,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.710658, 'longitude': -73.958872}",(347) 844-9578,False,"{'address1': '229 S 4th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['229 S 4th St', 'Brooklyn, NY 11211']}",Traif,13478449578.0,$$$,4.5,1805,[],
1155,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.67721, 'longitude': -73.985919}",(718) 576-3360,False,"{'address1': '285 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['285 3rd Ave', 'Brooklyn, NY 11215']}",Runner & Stone,17185763360.0,$$,4.0,270,['restaurant_reservation'],
1156,"[{'alias': 'french', 'title': 'French'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.65295, 'longitude': -73.97588}",(718) 435-0921,False,"{'address1': '1235 Prospect Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11218', 'country': 'US', 'state': 'NY', 'display_address': ['1235 Prospect Ave', 'Brooklyn, NY 11218']}",Le Paddock,17184350921.0,$$,4.0,274,"['delivery', 'pickup']",
1157,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 40.6601311, 'longitude': -73.9607934}",(718) 484-7170,False,"{'address1': '556 Flatbush Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['556 Flatbush Ave', 'Brooklyn, NY 11225']}",Slow Loris,17184847170.0,$$,4.5,59,"['delivery', 'pickup']",
1158,"[{'alias': 'food_court', 'title': 'Food Court'}]","{'latitude': 40.690584, 'longitude': -73.982326}",(929) 359-6555,False,"{'address1': '445 Albee Square W', 'address2': 'Basement Level', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['445 Albee Square W', 'Basement Level', 'Brooklyn, NY 11201']}",Dekalb Market Hall,19293596555.0,$$,4.0,567,[],
1159,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'korean', 'title': 'Korean'}]","{'latitude': 40.71142, 'longitude': -73.94751}",(917) 909-1353,False,"{'address1': '617 Grand St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['617 Grand St', 'Brooklyn, NY 11211']}",Mad For Chicken Williamsburg,19179091353.0,,5.0,5,[],
